epoch,dice_coef,iou,loss,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.019029079,0.009609967,0.6122237503701864,0.024317104,0.46579194,0.022108406,0.011180701,0.5113482475280762,0.08576048,0.6891395
1,0.024987703,0.012655866,0.4788545221090317,0.09316335,0.4433675,0.027069792,0.013725118,0.4114309996366501,0.22066502,0.6562066
2,0.028553646,0.014488628,0.3916244516798923,0.22816053,0.40508986,0.03055918,0.015523212,0.34525053203105927,0.3581909,0.628422
3,0.03168892,0.016105736,0.3298073018099679,0.35092086,0.37639174,0.033863734,0.017232358,0.29564526677131653,0.44847083,0.6027621
4,0.034625113,0.017625,0.2842375329414079,0.4242162,0.35480142,0.03707502,0.018899027,0.2574165165424347,0.5020109,0.58143336
5,0.037439946,0.01908585,0.24947890775754702,0.4647794,0.33769378,0.04022204,0.020537738,0.22729246318340302,0.53620034,0.5634551
6,0.040179376,0.020511745,0.22215592100956413,0.48944613,0.32365623,0.04334194,0.02216756,0.20299844443798065,0.5588579,0.5470295
7,0.04287031,0.02191643,0.2001410438137692,0.5060143,0.31174627,0.046478167,0.023811147,0.1829647421836853,0.57479274,0.5325652
8,0.045527253,0.023307288,0.18205139528266912,0.5181091,0.30152056,0.04962619,0.02546614,0.1662251129746437,0.58637625,0.51703846
9,0.04816139,0.024690067,0.1669424440235246,0.52763444,0.29254916,0.05278338,0.02713124,0.15208666026592255,0.59786063,0.50698704
10,0.050780214,0.02606858,0.1541469449523923,0.53559655,0.28466856,0.05595438,0.028808963,0.1400063931941986,0.60567886,0.49505597
11,0.053389437,0.027445829,0.14318156889964676,0.54247785,0.2776158,0.059136905,0.03049821,0.12959612905979156,0.61382365,0.48696575
12,0.0559916,0.028823161,0.13368830985801164,0.5486691,0.27133253,0.062336374,0.032201957,0.12055493518710136,0.619234,0.4783035
13,0.05858748,0.030200934,0.12539646973790125,0.55438274,0.26577058,0.0655427,0.033914953,0.11264229565858841,0.62483716,0.47037673
14,0.061175536,0.03157831,0.11809708930681957,0.5597061,0.2608127,0.06875371,0.03563603,0.10567595064640045,0.62780917,0.46343058
15,0.06375405,0.03295444,0.11162493951878576,0.5647707,0.25627512,0.071961366,0.037360985,0.09950560331344604,0.63116884,0.4567296
16,0.06632175,0.034328464,0.1058473993569266,0.56984943,0.2522422,0.07515063,0.039081715,0.0940120741724968,0.63557756,0.4505189
17,0.06887615,0.035699103,0.10065600305232544,0.57510585,0.24854735,0.07831277,0.04079333,0.08910131826996803,0.6410136,0.44651467
18,0.07141735,0.037066314,0.09595853885159243,0.58113015,0.24515001,0.08143158,0.04248698,0.08468984067440033,0.6451805,0.44251043
19,0.073948435,0.038431812,0.09167335847349362,0.5898948,0.24203812,0.084522024,0.044170614,0.08067986369132996,0.6531109,0.43834272
