,Image,Accuracy,F1,Jaccard,Recall,Precision
0,Placa1-imagen1.jpg,0.9997944297082229,0.984711491040605,0.9698834196891192,0.9887751733245296,0.9806810740013098
1,Placa1-imagen11.jpg,0.9997590627763041,0.9812424711753571,0.9631756756756756,0.9807361541107671,0.9817493112947658
2,Placa1-imagen13.jpg,0.9996728558797524,0.96577243293247,0.9338103756708408,0.9680111265646731,0.9635440701430549
3,Placa1-imagen16.jpg,0.9996905393457117,0.9813879287423558,0.9634560167058209,0.9868983957219252,0.9759386567953464
4,Placa1-imagen17.jpg,0.9997236958443855,0.9680061428205784,0.9379960317460317,0.9603859827323514,0.9757481940144479
5,Placa1-imagen9.jpg,0.9991600353669319,0.9473392461197339,0.8999473407056345,0.9807747489239599,0.9161082819619405
